student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,project_count,internship_status,certification_status,placement_year,placement_status,package_lpa,company_name,has_internship,has_certification,total_skill_score,academic_performance_index,employability_score,placement_risk_score,risk_band,student_intervention,intervention_priority,eligible_for_shortlist
3608,Female,22,BCA,Information Technology,6.94,2,3,4,10,8,4,Yes,Yes,2020,Placed,13.77,Amazon,1,1,18,59.400000000000006,20.98,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3609,Male,24,BE,Information Technology,6.19,1,2,2,1,4,1,Yes,Yes,2021,Placed,6.2,TCS,1,1,5,56.900000000000006,9.78,34.9,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3610,Female,22,BE,Electrical Engineering,5.54,1,0,4,1,6,1,No,Yes,2022,Not Placed,0.0,Unplaced,0,1,7,50.4,7.92,44.8,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
3611,Male,23,BE,Artificial Intelligence,6.73,0,1,5,9,7,3,Yes,Yes,2023,Placed,11.71,Accenture,1,1,16,67.30000000000001,18.69,0.0,Low,Raise CGPA above 7.0,Track,1
3612,Male,24,BTech,Data Science,9.32,3,2,5,10,7,5,Yes,Yes,2024,Placed,17.69,Adobe,1,1,17,78.2,20.03,0.0,Low,Clear backlogs early,Track,0
3613,Male,24,BTech,Computer Science,7.8,3,2,4,10,6,5,Yes,Yes,2019,Placed,14.66,Meta,1,1,16,63.0,18.22,0.0,Low,Clear backlogs early,Track,0
3614,Male,21,BSc,Artificial Intelligence,8.22,1,1,4,3,7,2,Yes,Yes,2020,Placed,11.4,Accenture,1,1,10,77.2,13.39,5.7,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
3615,Female,22,BE,Mechanical Engineering,9.47,2,2,1,9,8,3,Yes,Yes,2021,Placed,13.55,Meta,1,1,17,84.7,15.99,0.0,Low,Clear backlogs early,Track,0
3616,Male,24,BCA,Information Technology,7.71,0,0,1,10,8,5,No,Yes,2022,Placed,10.77,Infosys,0,1,18,77.1,17.08,0.0,Low,Complete an internship,Track,1
3617,Male,23,BCA,Information Technology,9.1,3,0,2,10,5,5,No,Yes,2023,Placed,12.88,Microsoft,0,1,15,76.0,12.74,2.4,Low,Clear backlogs early; Complete an internship; Strengthen communication skills,Track,0
3618,Female,21,BE,Information Technology,6.89,1,1,0,1,6,0,Yes,No,2024,Placed,5.8,Wipro,1,0,7,63.89999999999999,6.06,40.7,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3619,Male,24,BTech,Data Science,9.7,2,1,3,7,8,4,Yes,Yes,2019,Placed,13.97,Amazon,1,1,15,87.0,16.08,0.0,Low,Clear backlogs early,Track,0
3620,Male,22,BTech,Mechanical Engineering,5.84,0,3,0,5,8,1,Yes,No,2020,Placed,8.42,Capgemini,1,0,13,58.4,14.74,0.0,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Build more portfolio projects,Track,0
3621,Female,21,BTech,Data Science,8.62,3,3,3,4,4,2,Yes,Yes,2021,Placed,11.04,Cognizant,1,1,8,71.19999999999999,12.95,18.3,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
3622,Female,22,BCA,Computer Science,8.34,3,0,1,5,7,1,No,Yes,2022,Placed,7.94,Cognizant,0,1,12,68.4,5.64,39.0,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
3623,Female,22,BE,Artificial Intelligence,6.32,3,1,4,1,4,1,Yes,Yes,2023,Not Placed,0.0,Unplaced,1,1,5,48.2,6.43,62.1,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3624,Female,22,BCA,Artificial Intelligence,7.17,2,3,5,10,7,3,Yes,Yes,2024,Placed,13.29,Microsoft,1,1,17,61.7,20.27,0.0,Low,Clear backlogs early,Track,0
3625,Female,21,BE,Information Technology,6.85,2,3,2,7,9,3,Yes,Yes,2019,Placed,11.43,Accenture,1,1,16,58.5,17.34,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3626,Female,24,BCA,Information Technology,5.91,2,2,2,2,5,1,Yes,Yes,2020,Placed,7.03,Wipro,1,1,7,49.1,8.96,41.5,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3627,Female,20,BCA,Computer Science,8.01,1,2,5,9,5,5,Yes,Yes,2021,Placed,15.53,Amazon,1,1,14,75.1,21.3,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
3628,Male,24,BSc,Data Science,9.77,0,3,2,5,8,0,Yes,Yes,2022,Placed,12.41,Adobe,1,1,13,97.69999999999999,16.71,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
3629,Female,21,BCA,Electrical Engineering,7.91,1,2,0,5,4,2,Yes,No,2023,Placed,9.98,Infosys,1,0,9,74.1,11.66,8.5,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
3630,Female,20,BE,Electrical Engineering,7.84,0,3,1,3,6,3,Yes,Yes,2024,Placed,12.02,Microsoft,1,1,9,78.4,17.14,0.0,Low,Improve DSA and coding practice,Track,1
3631,Female,20,BCA,Electrical Engineering,5.67,2,2,1,10,7,4,Yes,Yes,2019,Placed,11.43,Cognizant,1,1,17,46.7,15.67,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3632,Male,20,BSc,Mechanical Engineering,6.1,3,1,4,2,6,1,Yes,Yes,2020,Not Placed,0.0,Unplaced,1,1,8,46.0,7.54,53.4,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3633,Male,23,BSc,Computer Science,7.71,2,2,5,8,6,5,Yes,Yes,2021,Placed,12.68,Microsoft,1,1,14,67.1,19.68,0.0,Low,Clear backlogs early,Track,0
3634,Female,21,BE,Artificial Intelligence,9.74,1,1,5,9,8,4,Yes,Yes,2022,Placed,14.32,Amazon,1,1,17,92.4,20.0,0.0,Low,Clear backlogs early,Track,0
3635,Female,23,BSc,Artificial Intelligence,9.27,2,0,0,3,7,5,No,No,2023,Placed,10.36,Infosys,0,0,10,82.69999999999999,10.71,15.4,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
3636,Female,20,BSc,Data Science,6.96,2,2,4,8,7,3,Yes,Yes,2024,Placed,11.26,Capgemini,1,1,15,59.599999999999994,16.58,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3637,Male,23,BTech,Computer Science,7.83,2,1,3,6,6,2,Yes,Yes,2019,Placed,11.24,Capgemini,1,1,12,68.3,11.73,13.0,Low,Clear backlogs early,Track,0
3638,Male,23,BE,Mechanical Engineering,7.88,3,3,1,9,7,2,Yes,Yes,2020,Placed,12.78,Meta,1,1,16,63.8,14.25,0.0,Low,Clear backlogs early,Track,0
3639,Female,21,BSc,Computer Science,8.45,0,0,2,10,6,5,No,Yes,2021,Placed,14.11,Meta,0,1,16,84.5,17.38,0.0,Low,Complete an internship,Track,1
3640,Male,22,BSc,Computer Science,8.46,0,2,5,4,7,2,Yes,Yes,2022,Placed,11.58,Infosys,1,1,11,84.60000000000001,18.18,0.0,Low,Improve DSA and coding practice,Track,1
3641,Female,23,BSc,Data Science,8.9,1,3,4,3,6,2,Yes,Yes,2023,Placed,10.31,Capgemini,1,1,9,84.0,17.26,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
3642,Male,23,BE,Mechanical Engineering,5.61,0,3,3,7,6,1,Yes,Yes,2024,Placed,10.71,Capgemini,1,1,13,56.1,17.04,0.0,Low,Raise CGPA above 7.0; Build more portfolio projects,Track,0
3643,Male,20,BTech,Electrical Engineering,9.56,2,2,2,1,5,4,Yes,Yes,2019,Placed,11.12,Capgemini,1,1,6,85.60000000000001,13.62,11.6,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
3644,Female,20,BCA,Artificial Intelligence,5.8,3,2,2,3,6,2,Yes,Yes,2020,Not Placed,0.0,Unplaced,1,1,9,43.0,9.42,43.2,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3645,Female,20,BTech,Information Technology,7.55,2,1,4,7,5,5,Yes,Yes,2021,Placed,12.44,Google,1,1,12,65.5,16.02,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
3646,Female,24,BE,Electrical Engineering,9.45,2,1,4,7,5,5,Yes,Yes,2022,Placed,14.44,Microsoft,1,1,12,84.5,16.78,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
3647,Female,23,BE,Mechanical Engineering,7.6,1,0,4,9,7,1,No,Yes,2023,Placed,10.61,Accenture,0,1,16,71.0,12.34,0.0,Low,Clear backlogs early; Complete an internship; Build more portfolio projects,Track,0
3648,Male,20,BE,Artificial Intelligence,5.77,2,2,1,10,7,5,Yes,Yes,2024,Placed,12.33,Adobe,1,1,17,47.699999999999996,16.91,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3649,Male,21,BCA,Electrical Engineering,6.49,2,0,5,9,8,3,No,Yes,2019,Placed,11.13,Capgemini,0,1,17,54.900000000000006,14.0,3.1,Low,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Track,0
3650,Male,24,BE,Data Science,7.99,1,1,5,7,6,4,Yes,Yes,2020,Placed,12.62,Adobe,1,1,13,74.9,17.7,0.0,Low,Clear backlogs early,Track,0
3651,Female,22,BTech,Mechanical Engineering,5.88,0,2,0,3,7,2,Yes,No,2021,Placed,6.28,Wipro,1,0,10,58.8,12.75,7.7,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Add one industry certification,Track,0
3652,Male,23,BSc,Mechanical Engineering,7.32,0,3,5,3,7,1,Yes,Yes,2022,Placed,10.16,Capgemini,1,1,10,73.2,18.13,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
3653,Female,23,BSc,Artificial Intelligence,6.92,0,0,4,5,7,0,No,Yes,2023,Placed,7.71,Accenture,0,1,12,69.2,10.77,9.5,Low,Raise CGPA above 7.0; Complete an internship; Improve DSA and coding practice,Track,1
3654,Male,21,BE,Artificial Intelligence,9.01,1,2,5,9,5,2,Yes,Yes,2024,Placed,14.58,Meta,1,1,14,85.1,18.1,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
3655,Female,22,BE,Computer Science,5.97,1,3,1,1,7,1,Yes,Yes,2019,Placed,7.3,TCS,1,1,8,54.699999999999996,12.09,21.2,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3656,Female,22,BCA,Computer Science,8.44,3,1,0,1,7,0,Yes,No,2020,Placed,6.73,Wipro,1,0,8,69.39999999999999,4.08,52.4,Medium,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Monitor,0
3657,Male,24,BSc,Mechanical Engineering,7.25,3,3,3,9,7,1,Yes,Yes,2021,Placed,11.99,Infosys,1,1,16,57.5,14.4,1.5,Low,Clear backlogs early; Build more portfolio projects,Track,0
3658,Female,23,BCA,Information Technology,8.03,2,0,0,7,3,3,No,No,2022,Placed,10.71,Cognizant,0,0,10,70.3,7.81,26.8,Low,Clear backlogs early; Complete an internship; Strengthen communication skills,Track,0
3659,Female,20,BCA,Data Science,6.38,2,2,1,4,7,2,Yes,Yes,2023,Placed,8.78,Accenture,1,1,11,53.8,11.15,22.7,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3660,Male,21,BCA,Artificial Intelligence,8.12,1,3,1,1,10,1,Yes,Yes,2024,Placed,8.37,Infosys,1,1,11,76.19999999999999,14.15,0.0,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
3661,Female,21,BCA,Computer Science,8.4,1,2,5,6,6,2,Yes,Yes,2019,Placed,11.32,Infosys,1,1,12,79.0,17.06,0.0,Low,Clear backlogs early,Track,0
3662,Female,21,BTech,Data Science,5.8,3,3,0,9,5,5,Yes,No,2020,Placed,13.06,Microsoft,1,0,14,43.0,15.42,6.2,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
3663,Female,21,BE,Electrical Engineering,9.04,2,2,0,6,7,2,Yes,No,2021,Placed,11.83,Capgemini,1,0,13,80.39999999999999,12.22,0.8,Low,Clear backlogs early; Add one industry certification,Track,0
3664,Male,20,BE,Electrical Engineering,9.2,2,0,5,5,7,1,No,Yes,2022,Placed,11.2,Accenture,0,1,12,82.0,10.68,13.8,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
3665,Male,20,BCA,Mechanical Engineering,5.77,2,1,1,1,8,0,Yes,Yes,2023,Placed,4.07,Wipro,1,1,9,47.699999999999996,5.71,51.4,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3666,Female,24,BCA,Artificial Intelligence,8.09,0,1,1,9,5,5,Yes,Yes,2024,Placed,13.42,Google,1,1,14,80.9,17.64,0.0,Low,Strengthen communication skills,Track,1
3667,Male,23,BTech,Electrical Engineering,8.05,3,3,3,9,8,3,Yes,Yes,2019,Placed,13.31,Microsoft,1,1,17,65.5,17.52,0.0,Low,Clear backlogs early,Track,0
3668,Female,20,BCA,Artificial Intelligence,5.55,0,0,1,1,7,0,No,Yes,2020,Placed,4.49,Wipro,0,1,8,55.5,6.22,39.7,Medium,Raise CGPA above 7.0; Complete an internship; Improve DSA and coding practice,Monitor,0
3669,Female,24,BTech,Computer Science,6.97,2,2,1,4,6,1,Yes,Yes,2021,Placed,8.3,Infosys,1,1,10,59.7,9.79,26.2,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3670,Female,22,BTech,Electrical Engineering,9.67,1,0,2,1,7,0,No,Yes,2022,Placed,7.06,Tech Mahindra,0,1,8,91.7,7.17,25.0,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
3671,Female,23,BCA,Information Technology,7.89,3,0,2,10,8,4,No,Yes,2023,Placed,12.41,Amazon,0,1,18,63.89999999999999,12.26,4.7,Low,Clear backlogs early; Complete an internship,Track,0
3672,Female,20,BE,Electrical Engineering,9.51,0,3,2,4,8,1,Yes,Yes,2024,Placed,11.97,Infosys,1,1,12,95.1,17.4,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
3673,Male,22,BTech,Artificial Intelligence,8.41,2,1,4,7,5,4,Yes,Yes,2019,Placed,13.08,Google,1,1,12,74.1,15.16,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
3674,Female,24,BE,Information Technology,5.62,0,0,5,8,8,4,No,Yes,2020,Placed,10.29,Accenture,0,1,16,56.2,17.45,0.0,Low,Raise CGPA above 7.0; Complete an internship,Track,0
3675,Male,20,BE,Data Science,5.83,1,3,4,3,6,0,Yes,Yes,2021,Placed,6.78,Tech Mahindra,1,1,9,53.3,13.63,15.0,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3676,Male,20,BTech,Electrical Engineering,8.61,3,2,1,3,7,2,Yes,Yes,2022,Placed,10.78,Infosys,1,1,10,71.1,10.14,25.3,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
3677,Female,22,BSc,Artificial Intelligence,7.88,1,1,2,10,7,4,Yes,Yes,2023,Placed,13.37,Amazon,1,1,17,73.8,16.85,0.0,Low,Clear backlogs early,Track,0
3678,Female,20,BTech,Electrical Engineering,6.05,1,1,5,5,6,2,Yes,Yes,2024,Not Placed,0.0,Unplaced,1,1,11,55.5,13.72,11.7,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3679,Male,21,BSc,Electrical Engineering,8.14,3,2,3,6,8,0,Yes,Yes,2019,Placed,10.46,Cognizant,1,1,14,66.4,10.76,17.2,Low,Clear backlogs early; Build more portfolio projects,Track,0
3680,Male,20,BTech,Artificial Intelligence,8.98,2,0,3,3,6,2,No,Yes,2020,Placed,10.2,Infosys,0,1,9,79.80000000000001,8.99,26.1,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
3681,Male,23,BTech,Information Technology,8.74,2,1,3,6,5,4,Yes,Yes,2021,Placed,11.48,Capgemini,1,1,11,77.4,14.1,2.6,Low,Clear backlogs early; Strengthen communication skills,Track,0
3682,Female,22,BE,Computer Science,6.56,0,0,1,10,6,1,No,Yes,2022,Placed,9.09,Capgemini,0,1,16,65.6,11.02,0.0,Low,Raise CGPA above 7.0; Complete an internship; Build more portfolio projects,Track,1
3683,Male,23,BE,Electrical Engineering,6.61,2,3,5,7,7,1,Yes,Yes,2023,Placed,11.9,Infosys,1,1,14,56.10000000000001,16.44,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Build more portfolio projects,Track,0
3684,Female,24,BCA,Mechanical Engineering,9.66,2,2,2,6,8,4,Yes,Yes,2024,Placed,14.8,Amazon,1,1,14,86.6,16.86,0.0,Low,Clear backlogs early,Track,0
3685,Female,23,BE,Data Science,9.32,2,1,1,6,7,1,Yes,Yes,2019,Placed,10.41,Infosys,1,1,13,83.2,9.93,9.1,Low,Clear backlogs early; Build more portfolio projects,Track,0
3686,Female,21,BE,Artificial Intelligence,6.87,0,2,1,2,5,1,Yes,Yes,2020,Placed,6.32,Tech Mahindra,1,1,7,68.7,11.55,13.8,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Strengthen communication skills,Track,1
3687,Male,21,BE,Electrical Engineering,9.04,3,1,3,4,10,2,Yes,Yes,2021,Placed,11.08,Infosys,1,1,14,75.39999999999999,11.52,13.8,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
3688,Female,23,BE,Computer Science,6.2,2,2,2,1,7,1,Yes,Yes,2022,Not Placed,0.0,Unplaced,1,1,8,52.0,9.48,37.8,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3689,Female,24,BCA,Artificial Intelligence,6.35,1,3,4,10,8,3,Yes,Yes,2023,Placed,13.94,Amazon,1,1,18,58.5,21.04,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3690,Female,20,BE,Electrical Engineering,6.28,2,3,0,5,6,3,Yes,No,2024,Placed,8.54,Infosys,1,0,11,52.800000000000004,13.51,12.3,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3691,Female,21,BSc,Data Science,5.88,2,0,1,10,7,5,No,Yes,2019,Placed,10.61,Infosys,0,1,17,48.8,12.95,5.7,Low,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Track,0
3692,Female,23,BSc,Mechanical Engineering,9.18,3,3,2,3,8,2,Yes,Yes,2020,Placed,12.09,Adobe,1,1,11,76.8,13.57,8.9,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
3693,Male,23,BCA,Artificial Intelligence,7.99,1,2,0,3,8,1,Yes,No,2021,Placed,9.43,Accenture,1,0,11,74.9,11.3,8.1,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
3694,Female,23,BE,Electrical Engineering,6.61,0,2,0,4,8,1,Yes,No,2022,Placed,6.8,Wipro,1,0,12,66.10000000000001,12.64,0.3,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Build more portfolio projects,Track,1
3695,Female,20,BSc,Information Technology,9.15,2,3,4,9,8,4,Yes,Yes,2023,Placed,15.53,Meta,1,1,17,81.5,21.46,0.0,Low,Clear backlogs early,Track,0
3696,Male,22,BTech,Computer Science,8.95,2,2,4,6,6,4,Yes,Yes,2024,Placed,13.15,Microsoft,1,1,12,79.5,17.38,0.0,Low,Clear backlogs early,Track,0
3697,Female,24,BSc,Mechanical Engineering,5.93,2,2,1,10,6,3,Yes,Yes,2019,Placed,10.53,Infosys,1,1,16,49.3,14.17,0.4,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3698,Male,22,BE,Artificial Intelligence,8.27,2,2,1,8,7,2,Yes,Yes,2020,Placed,11.97,Infosys,1,1,15,72.69999999999999,13.51,0.0,Low,Clear backlogs early,Track,0
3699,Female,24,BSc,Electrical Engineering,8.6,1,0,2,5,8,3,No,Yes,2021,Placed,10.39,Cognizant,0,1,13,81.0,12.34,0.4,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
3700,Male,24,BTech,Mechanical Engineering,8.58,3,0,4,6,6,4,No,Yes,2022,Placed,12.8,Microsoft,0,1,12,70.8,11.73,18.5,Low,Clear backlogs early; Complete an internship,Track,0
3701,Male,23,BSc,Information Technology,8.61,3,1,5,3,8,3,Yes,Yes,2023,Placed,9.44,Cognizant,1,1,11,71.1,12.94,18.3,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
3702,Female,21,BE,Artificial Intelligence,6.23,2,2,4,7,9,3,Yes,Yes,2024,Placed,11.28,Accenture,1,1,16,52.300000000000004,16.69,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3703,Female,23,BTech,Mechanical Engineering,6.85,0,0,5,9,5,5,No,Yes,2019,Placed,11.84,Infosys,0,1,14,68.5,18.34,0.0,Low,Raise CGPA above 7.0; Complete an internship; Strengthen communication skills,Track,1
3704,Female,20,BCA,Artificial Intelligence,9.13,1,3,2,9,5,1,Yes,Yes,2020,Placed,12.86,Google,1,1,14,86.30000000000001,16.55,0.0,Low,Clear backlogs early; Strengthen communication skills; Build more portfolio projects,Track,0
3705,Male,24,BTech,Artificial Intelligence,9.36,1,2,5,7,6,1,Yes,Yes,2021,Placed,12.91,Amazon,1,1,13,88.6,16.64,0.0,Low,Clear backlogs early; Build more portfolio projects,Track,0
3706,Male,21,BSc,Mechanical Engineering,6.7,0,2,4,3,7,3,Yes,Yes,2022,Placed,9.75,Cognizant,1,1,10,67.0,17.48,0.0,Low,Raise CGPA above 7.0; Improve DSA and coding practice,Track,1
3707,Male,24,BCA,Artificial Intelligence,5.6,2,1,3,5,6,3,Yes,Yes,2023,Placed,8.14,Capgemini,1,1,11,46.0,11.64,26.4,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3708,Female,24,BTech,Information Technology,9.2,2,3,0,10,9,4,Yes,No,2024,Placed,14.82,Meta,1,0,19,82.0,19.08,0.0,Low,Clear backlogs early; Add one industry certification,Track,0
3709,Male,23,BTech,Mechanical Engineering,7.12,2,3,3,9,7,2,Yes,Yes,2019,Placed,12.55,Amazon,1,1,16,61.2,17.05,0.0,Low,Clear backlogs early,Track,0
3710,Male,21,BTech,Electrical Engineering,6.92,0,2,0,9,7,2,Yes,No,2020,Placed,11.03,Capgemini,1,0,16,69.2,15.57,0.0,Low,Raise CGPA above 7.0; Add one industry certification,Track,1
3711,Female,21,BE,Mechanical Engineering,6.99,1,0,5,3,4,0,No,Yes,2021,Not Placed,0.0,Unplaced,0,1,7,64.9,8.1,36.1,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
3712,Male,24,BCA,Information Technology,7.29,3,1,2,5,5,1,Yes,Yes,2022,Not Placed,0.0,Unplaced,1,1,10,57.900000000000006,7.22,41.3,Medium,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Monitor,0
3713,Male,21,BCA,Information Technology,7.13,2,1,2,1,7,2,Yes,Yes,2023,Placed,7.95,Infosys,1,1,8,61.3,9.05,36.2,Medium,Clear backlogs early; Improve DSA and coding practice,Monitor,0
3714,Female,21,BTech,Information Technology,7.94,0,1,0,7,3,1,Yes,No,2024,Placed,9.48,Cognizant,1,0,10,79.4,10.38,3.4,Low,Strengthen communication skills; Build more portfolio projects; Add one industry certification,Track,1
3715,Male,23,BCA,Electrical Engineering,5.84,0,2,0,2,8,1,Yes,No,2019,Placed,6.22,Tech Mahindra,1,0,10,58.4,11.54,13.0,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Build more portfolio projects,Track,0
3716,Female,22,BSc,Electrical Engineering,9.68,2,1,0,10,6,5,Yes,No,2020,Placed,14.53,Microsoft,1,0,16,86.8,15.27,0.0,Low,Clear backlogs early; Add one industry certification,Track,0
3717,Female,20,BSc,Artificial Intelligence,9.53,0,0,0,10,10,5,No,No,2021,Placed,14.72,Meta,0,0,20,95.3,17.81,0.0,Low,Complete an internship; Add one industry certification,Track,1
3718,Female,22,BTech,Artificial Intelligence,9.52,2,3,1,6,10,2,Yes,Yes,2022,Placed,13.06,Meta,1,1,16,85.19999999999999,16.41,0.0,Low,Clear backlogs early,Track,0
3719,Female,21,BSc,Data Science,9.28,2,0,4,10,6,3,No,Yes,2023,Placed,13.88,Google,0,1,16,82.8,13.91,0.0,Low,Clear backlogs early; Complete an internship,Track,0
3720,Female,24,BTech,Artificial Intelligence,8.34,2,1,4,6,6,1,Yes,Yes,2024,Placed,10.68,Capgemini,1,1,12,73.4,11.54,12.0,Low,Clear backlogs early; Build more portfolio projects,Track,0
3721,Male,20,BSc,Information Technology,6.45,1,3,2,7,8,5,Yes,Yes,2019,Placed,12.27,Microsoft,1,1,15,59.5,20.68,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
3722,Male,20,BTech,Data Science,5.71,0,1,1,3,9,1,Yes,Yes,2020,Placed,4.92,TCS,1,1,12,57.1,11.08,12.7,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Build more portfolio projects,Track,0
3723,Female,24,BTech,Information Technology,5.93,3,1,0,8,4,3,Yes,No,2021,Placed,8.98,Infosys,1,0,12,44.3,8.27,36.4,Medium,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Monitor,0
3724,Female,20,BCA,Computer Science,6.89,1,2,1,5,4,3,Yes,Yes,2022,Placed,10.07,Capgemini,1,1,9,63.89999999999999,13.26,8.7,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
3725,Male,24,BCA,Electrical Engineering,7.67,2,3,0,10,6,5,Yes,No,2023,Placed,14.11,Meta,1,0,16,66.7,18.47,0.0,Low,Clear backlogs early; Add one industry certification,Track,0
3726,Female,20,BTech,Mechanical Engineering,9.77,0,1,5,4,7,1,Yes,Yes,2024,Placed,11.29,Accenture,1,1,11,97.69999999999999,15.51,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
3727,Female,22,BCA,Computer Science,7.37,3,1,4,9,7,1,Yes,Yes,2019,Placed,12.04,Amazon,1,1,16,58.7,11.25,14.8,Low,Clear backlogs early; Build more portfolio projects,Track,0
3728,Female,20,BCA,Electrical Engineering,7.76,2,2,0,9,8,5,Yes,No,2020,Placed,13.27,Microsoft,1,0,17,67.6,16.9,0.0,Low,Clear backlogs early; Add one industry certification,Track,0
3729,Male,23,BE,Electrical Engineering,8.49,0,3,5,2,5,1,Yes,Yes,2021,Placed,10.03,Capgemini,1,1,7,84.9,17.4,0.0,Low,Improve DSA and coding practice; Strengthen communication skills; Build more portfolio projects,Track,1
3730,Male,24,BSc,Information Technology,6.28,2,1,4,1,3,0,Yes,Yes,2022,Not Placed,0.0,Unplaced,1,1,4,52.800000000000004,6.31,57.3,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
3731,Female,20,BCA,Artificial Intelligence,9.51,3,1,0,3,8,1,Yes,No,2023,Placed,8.26,Infosys,1,0,11,80.1,6.9,30.9,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
3732,Female,24,BTech,Mechanical Engineering,7.77,0,0,5,10,5,5,No,Yes,2024,Placed,14.16,Meta,0,1,15,77.69999999999999,19.11,0.0,Low,Complete an internship; Strengthen communication skills,Track,1
3733,Male,23,BE,Artificial Intelligence,6.69,3,0,2,8,3,0,No,Yes,2019,Not Placed,0.0,Unplaced,0,1,11,51.900000000000006,4.18,50.9,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
